"ID";"WijkenEnBuurten";"Gemeentenaam_1";"SoortRegio_2";"Codering_3";"IndelingswijzigingWijkenEnBuurten_4";"OpleidingsniveauLaag_64";"OpleidingsniveauMiddelbaar_65";"OpleidingsniveauHoog_66";"PersonenautoSTotaal_100";"PersonenautoSBrandstofBenzine_101";"PersonenautoSOverigeBrandstof_102";"PersonenautoSPerHuishouden_103";"PersonenautoSNaarOppervlakte_104";"Motorfietsen_105";"MeestVoorkomendePostcode_114";"Dekkingspercentage_115";"MateVanStedelijkheid_116";"Omgevingsadressendichtheid_117"
"2390";"BU18590012";"Berkelland                              ";"Buurt     ";"BU18590012";"3";"200";"240";"120";"370";"330";"40";"1.1";"2325";"55";"      7271";"1";"4";"802"
"2391";"BU18590013";"Berkelland                              ";"Buurt     ";"BU18590013";"3";"30";"60";"10";"190";"115";"75";;;"15";"      7271";"1";"5";"373"
"2392";"BU18590014";"Berkelland                              ";"Buurt     ";"BU18590014";"3";"80";"140";"70";"200";"160";"45";"1.4";"2096";"15";"      7271";"1";"4";"663"
"2393";"BU18590015";"Berkelland                              ";"Buurt     ";"BU18590015";"3";"200";"390";"100";"470";"430";"40";"1.2";"2617";"45";"      7271";"1";"4";"935"
"2394";"BU18590016";"Berkelland                              ";"Buurt     ";"BU18590016";"3";"80";"160";"70";"330";"290";"40";"1";"1731";"20";"      7271";"1";"3";"1042"
"2395";"BU18590017";"Berkelland                              ";"Buurt     ";"BU18590017";"3";"70";"120";"80";"245";"190";"55";"1.3";"1589";"20";"      7271";"1";"4";"761"
"2396";"BU18590018";"Berkelland                              ";"Buurt     ";"BU18590018";"3";"50";"210";"130";"315";"240";"80";"1.6";"1378";"15";"      7271";"1";"4";"552"
"2397";"WK185901  ";"Berkelland                              ";"Wijk      ";"WK185901  ";"3";"3100";"4180";"2120";"6665";"5660";"1005";"1.2";"98";"620";"         .";;"4";"823"
"2398";"BU18590102";"Berkelland                              ";"Buurt     ";"BU18590102";"3";"100";"190";"80";"245";"215";"30";"1.3";"879";"25";"      7157";"1";"5";"66"
"2399";"BU18590104";"Berkelland                              ";"Buurt     ";"BU18590104";"3";"50";"150";"30";"180";"150";"30";"1.4";"22";"20";"      7151";"1";"5";"210"
"2400";"BU18590105";"Berkelland                              ";"Buurt     ";"BU18590105";"3";"40";"70";"10";"115";"100";"15";"1.9";"27";"10";"      7152";"2";"5";"33"
"2401";"BU18590106";"Berkelland                              ";"Buurt     ";"BU18590106";"3";"160";"190";"120";"360";"295";"65";"1.5";"26";"40";"      7152";"1";"5";"165"
"2402";"BU18590107";"Berkelland                              ";"Buurt     ";"BU18590107";"3";"110";"130";"40";"245";"205";"40";"1.7";"24";"20";"      7151";"6";"5";"157"
"2403";"BU18590108";"Berkelland                              ";"Buurt     ";"BU18590108";"3";"50";"120";"50";"145";"115";"30";"1.4";"18";"20";"      7151";"1";"5";"169"
"2404";"BU18590109";"Berkelland                              ";"Buurt     ";"BU18590109";"3";"170";"340";"190";"515";"400";"110";"1.6";"25";"65";"      7157";"1";"5";"30"
"2405";"BU18590110";"Berkelland                              ";"Buurt     ";"BU18590110";"3";"340";"410";"110";"535";"475";"60";"1";"2441";"35";"      7151";"2";"4";"895"
"2406";"BU18590111";"Berkelland                              ";"Buurt     ";"BU18590111";"3";;;;"40";"20";"20";;;"5";"      7151";"1";"4";"675"
"2407";"BU18590112";"Berkelland                              ";"Buurt     ";"BU18590112";"3";"180";"320";"120";"380";"330";"50";"1";"1907";"35";"      7151";"1";"3";"1163"
"2408";"BU18590113";"Berkelland                              ";"Buurt     ";"BU18590113";"3";"240";"400";"180";"545";"475";"70";"1.2";"2757";"35";"      7151";"1";"3";"1033"
"2409";"BU18590114";"Berkelland                              ";"Buurt     ";"BU18590114";"3";"90";"190";"120";"290";"245";"45";"1.1";"2368";"25";"      7151";"1";"3";"1167"
"2410";"BU18590115";"Berkelland                              ";"Buurt     ";"BU18590115";"3";"50";"150";"130";"230";"190";"40";"1.3";"1104";"15";"      7151";"1";"4";"845"
"2411";"BU18590116";"Berkelland                              ";"Buurt     ";"BU18590116";"3";"140";"230";"140";"380";"330";"55";"0.9";"1319";"25";"      7151";"1";"3";"1211"
"2412";"BU18590117";"Berkelland                              ";"Buurt     ";"BU18590117";"3";"90";"120";"130";"260";"220";"40";"1.2";"1248";"25";"      7152";"1";"4";"973"
"2413";"BU18590118";"Berkelland                              ";"Buurt     ";"BU18590118";"3";"50";"160";"180";"250";"205";"45";"1.5";"1474";"20";"      7152";"1";"4";"663"
"2414";"BU18590119";"Berkelland                              ";"Buurt     ";"BU18590119";"3";"260";"330";"200";"570";"515";"55";"1";"1938";"60";"      7151";"1";"3";"1254"
"2415";"BU18590120";"Berkelland                              ";"Buurt     ";"BU18590120";"3";"340";"140";"90";"365";"315";"50";"1.1";"2388";"30";"      7152";"1";"4";"971"
"2416";"BU18590121";"Berkelland                              ";"Buurt     ";"BU18590121";"3";"40";"150";"100";"200";"170";"30";"1.4";"2062";"15";"      7152";"1";"4";"709"
"2417";"BU18590122";"Berkelland                              ";"Buurt     ";"BU18590122";"3";"240";"200";"80";"370";"325";"40";"1.4";"2527";"25";"      7152";"1";"4";"706"
"2418";"BU18590123";"Berkelland                              ";"Buurt     ";"BU18590123";"3";"160";"240";"100";"370";"320";"50";"1.2";"1231";"50";"      7151";"1";"3";"1171"
"2419";"BU18590124";"Berkelland                              ";"Buurt     ";"BU18590124";"3";;;;"75";"50";"25";;;"10";"      7151";"1";"5";"420"
"2420";"WK185902  ";"Berkelland                              ";"Wijk      ";"WK185902  ";"3";"630";"1190";"370";"1625";"1420";"205";"1.4";"48";"110";"         .";;"5";"140"
"2421";"BU18590200";"Berkelland                              ";"Buurt     ";"BU18590200";"3";"230";"530";"200";"765";"695";"70";"1.4";"1591";"55";"      7156";"1";"5";"216"
"2422";"BU18590206";"Berkelland                              ";"Buurt     ";"BU18590206";"3";"80";"170";"40";"205";"185";"20";"1.5";"42";"15";"      7156";"1";"5";"79"
"2423";"BU18590207";"Berkelland                              ";"Buurt     ";"BU18590207";"3";"250";"420";"110";"550";"455";"95";"1.5";"25";"35";"      7156";"1";"5";"63"
"2424";"BU18590209";"Berkelland                              ";"Buurt     ";"BU18590209";"3";"60";"60";"30";"105";"85";"20";"1.4";"16";"0";"      7156";"1";"5";"31"
"2425";"WK185903  ";"Berkelland                              ";"Wijk      ";"WK185903  ";"3";"2280";"3880";"1710";"5840";"4890";"950";"1.3";"127";"640";"         .";;"4";"706"
"2426";"BU18590301";"Berkelland                              ";"Buurt     ";"BU18590301";"3";"50";"80";"30";"135";"110";"25";"1.6";"913";"15";"      7161";"1";"5";"63"
"2427";"BU18590302";"Berkelland                              ";"Buurt     ";"BU18590302";"3";"80";"210";"150";"370";"295";"75";"1.7";"1460";"75";"      7165";"1";"5";"98"
"2428";"BU18590307";"Berkelland                              ";"Buurt     ";"BU18590307";"3";"70";"200";"100";"255";"190";"60";"1.6";"21";"40";"      7165";"1";"5";"48"
"2429";"BU18590308";"Berkelland                              ";"Buurt     ";"BU18590308";"3";"150";"220";"150";"365";"285";"80";"1.5";"22";"40";"      7161";"1";"5";"45"
"2430";"BU18590309";"Berkelland                              ";"Buurt     ";"BU18590309";"3";"150";"290";"170";"445";"360";"85";"1.5";"31";"65";"      7161";"1";"5";"226"
"2431";"BU18590310";"Berkelland                              ";"Buurt     ";"BU18590310";"3";"350";"430";"170";"640";"555";"85";"1.2";"1848";"65";"      7161";"1";"4";"767"
"2432";"BU18590311";"Berkelland                              ";"Buurt     ";"BU18590311";"3";"120";"190";"50";"290";"250";"40";"1.4";"1796";"35";"      7161";"1";"4";"962"
"2433";"BU18590312";"Berkelland                              ";"Buurt     ";"BU18590312";"3";"390";"590";"210";"870";"755";"115";"1.2";"2065";"85";"      7161";"1";"4";"931"
"2434";"BU18590313";"Berkelland                              ";"Buurt     ";"BU18590313";"3";"10";"40";"30";"70";"50";"20";;;"5";"      7161";"1";"4";"650"
"2435";"BU18590314";"Berkelland                              ";"Buurt     ";"BU18590314";"3";"320";"480";"170";"660";"600";"60";"1.1";"2314";"45";"      7161";"1";"3";"1006"
"2436";"BU18590315";"Berkelland                              ";"Buurt     ";"BU18590315";"3";"60";"130";"30";"155";"135";"20";"0.8";"1453";"15";"      7161";"1";"3";"1123"
"2437";"BU18590316";"Berkelland                              ";"Buurt     ";"BU18590316";"3";"180";"200";"130";"375";"320";"55";"1.1";"1641";"35";"      7161";"1";"4";"979"
"2438";"BU18590317";"Berkelland                              ";"Buurt     ";"BU18590317";"3";"70";"240";"110";"360";"295";"65";"1.4";"1202";"25";"      7161";"1";"4";"674"
"2439";"BU18590318";"Berkelland                              ";"Buurt     ";"BU18590318";"3";"270";"430";"160";"540";"470";"75";"1.2";"2185";"65";"      7161";"1";"4";"896"
"2440";"BU18590319";"Berkelland                              ";"Buurt     ";"BU18590319";"3";"60";"120";"40";"310";"220";"90";;;"30";"      7161";"1";"5";"454"
"2441";"WK185904  ";"Berkelland                              ";"Wijk      ";"WK185904  ";"3";"1470";"2880";"1360";"4440";"3665";"775";"1.4";"81";"420";"         .";;"4";"519"
"2442";"BU18590405";"Berkelland                              ";"Buurt     ";"BU18590405";"3";"230";"370";"140";"545";"440";"105";"1.5";"32";"75";"      7261";"1";"5";"125"
"2443";"BU18590406";"Berkelland                              ";"Buurt     ";"BU18590406";"3";"60";"110";"60";"215";"165";"50";"1.8";"19";"20";"      7261";"1";"5";"61"
"2444";"BU18590407";"Berkelland                              ";"Buurt     ";"BU18590407";"3";"40";"60";"30";"55";"50";"10";"0.9";"13";"0";"      7261";"1";"5";"31"
"2445";"BU18590408";"Berkelland                              ";"Buurt     ";"BU18590408";"3";"80";"140";"70";"245";"200";"45";"1.6";"15";"30";"      7261";"1";"5";"13"
"2446";"BU18590410";"Berkelland                              ";"Buurt     ";"BU18590410";"3";"20";"50";"30";"95";"80";"15";;;"5";"      7261";"1";"5";"12"
"2447";"BU18590411";"Berkelland                              ";"Buurt     ";"BU18590411";"3";"300";"540";"160";"735";"640";"95";"1.2";"2570";"65";"      7261";"1";"4";"696"
"2448";"BU18590412";"Berkelland                              ";"Buurt     ";"BU18590412";"3";"150";"330";"180";"575";"480";"95";"1.3";"1991";"60";"      7261";"1";"4";"694"
"2449";"BU18590413";"Berkelland                              ";"Buurt     ";"BU18590413";"3";"90";"300";"40";"310";"265";"45";"1.1";"2368";"40";"      7261";"1";"4";"737"
"2450";"BU18590414";"Berkelland                              ";"Buurt     ";"BU18590414";"3";"90";"100";"100";"245";"200";"45";"1";"1372";"15";"      7261";"1";"4";"803"
"2451";"BU18590415";"Berkelland                              ";"Buurt     ";"BU18590415";"3";"30";"60";"90";"155";"125";"30";"1.6";"1819";"5";"      7261";"1";"4";"777"
"2452";"BU18590416";"Berkelland                              ";"Buurt     ";"BU18590416";"3";"220";"400";"350";"700";"535";"165";"1.6";"1052";"55";"      7261";"1";"4";"550"
"2453";"BU18590417";"Berkelland                              ";"Buurt     ";"BU18590417";"3";"100";"280";"120";"390";"335";"55";"1.2";"1419";"30";"      7261";"1";"4";"644"
"2454";"BU18590418";"Berkelland                              ";"Buurt     ";"BU18590418";"3";"50";"110";"30";"180";"155";"25";"2";"342";"20";"      7261";"1";"5";"442"
"2455";"GM1721    ";"Bernheze                                ";"Gemeente  ";"GM1721    ";".";"6980";"10570";"6070";"16905";"13445";"3465";"1.3";"188";"1590";"         .";;"4";"682"
"2456";"WK172101  ";"Bernheze                                ";"Wijk      ";"WK172101  ";"1";"2730";"4150";"2520";"6680";"5415";"1265";"1.3";"1312";"470";"         .";;"4";"994"
"2457";"BU17210101";"Bernheze                                ";"Buurt     ";"BU17210101";"1";"110";"200";"190";"495";"400";"95";"1.3";"1842";"20";"      5384";"1";"3";"1185"
"2458";"BU17210102";"Bernheze                                ";"Buurt     ";"BU17210102";"1";"160";"170";"140";"360";"305";"55";"1.2";"2049";"25";"      5384";"1";"3";"1107"
"2459";"BU17210103";"Bernheze                                ";"Buurt     ";"BU17210103";"1";"140";"60";"50";"150";"120";"30";"0.8";"1913";"5";"      5384";"1";"3";"1161"
"2460";"BU17210104";"Bernheze                                ";"Buurt     ";"BU17210104";"1";"120";"150";"70";"205";"170";"40";"1.1";"2354";"10";"      5384";"1";"3";"1355"
"2461";"BU17210105";"Bernheze                                ";"Buurt     ";"BU17210105";"1";"80";"240";"40";"220";"185";"35";"1.1";"1656";"20";"      5384";"1";"3";"1321"
"2462";"BU17210106";"Bernheze                                ";"Buurt     ";"BU17210106";"1";"160";"190";"100";"340";"290";"50";"1.3";"1209";"25";"      5384";"1";"4";"896"
"2463";"BU17210107";"Bernheze                                ";"Buurt     ";"BU17210107";"1";"170";"150";"40";"250";"220";"35";"0.9";"2448";"25";"      5384";"1";"3";"1205"
"2464";"BU17210108";"Bernheze                                ";"Buurt     ";"BU17210108";"1";"130";"200";"60";"285";"245";"40";"1.2";"3581";"15";"      5384";"1";"3";"1182"
"2465";"BU17210109";"Bernheze                                ";"Buurt     ";"BU17210109";"1";"160";"220";"180";"365";"280";"80";"1.4";"947";"30";"      5384";"1";"3";"1034"
"2466";"BU17210110";"Bernheze                                ";"Buurt     ";"BU17210110";"1";"160";"260";"160";"375";"290";"85";"1.3";"665";"20";"      5384";"1";"4";"843"
"2467";"BU17210111";"Bernheze                                ";"Buurt     ";"BU17210111";"1";"100";"100";"50";"175";"150";"25";"1.4";"2313";"20";"      5384";"1";"3";"1123"
"2468";"BU17210112";"Bernheze                                ";"Buurt     ";"BU17210112";"1";"160";"170";"40";"250";"215";"35";"1.2";"3724";"10";"      5384";"1";"3";"1307"
"2469";"BU17210113";"Bernheze                                ";"Buurt     ";"BU17210113";"1";"110";"100";"50";"140";"125";"15";"1.1";"2227";"10";"      5384";"1";"3";"1232"
"2470";"BU17210114";"Bernheze                                ";"Buurt     ";"BU17210114";"1";"140";"230";"110";"325";"275";"50";"1.4";"3873";"25";"      5384";"1";"4";"931"
"2471";"BU17210115";"Bernheze                                ";"Buurt     ";"BU17210115";"1";"210";"210";"80";"305";"250";"55";"1.1";"3503";"30";"      5384";"1";"3";"1122"
"2472";"BU17210116";"Bernheze                                ";"Buurt     ";"BU17210116";"1";"90";"160";"100";"245";"195";"50";"1.5";"2318";"25";"      5384";"1";"4";"627"
"2473";"BU17210117";"Bernheze                                ";"Buurt     ";"BU17210117";"1";"60";"100";"170";"255";"195";"60";"1.6";"997";"10";"      5384";"1";"4";"971"
"2474";"BU17210118";"Bernheze                                ";"Buurt     ";"BU17210118";"1";"140";"400";"390";"630";"520";"110";"1.3";"2786";"50";"      5384";"1";"4";"821"
"2475";"BU17210119";"Bernheze                                ";"Buurt     ";"BU17210119";"1";"120";"370";"200";"550";"395";"155";"1.7";"690";"30";"      5384";"1";"4";"609"
"2476";"BU17210120";"Bernheze                                ";"Buurt     ";"BU17210120";"1";"200";"480";"300";"760";"595";"165";"1.5";"650";"65";"      5384";"1";"4";"620"
"2477";"WK172102  ";"Bernheze                                ";"Wijk      ";"WK172102  ";"1";"1410";"2060";"1410";"3585";"2950";"635";"1.3";"1230";"365";"         .";;"4";"663"
"2478";"BU17210201";"Bernheze                                ";"Buurt     ";"BU17210201";"1";"170";"230";"110";"375";"300";"75";"1.2";"1146";"30";"      5473";"1";"4";"637"
"2479";"BU17210202";"Bernheze                                ";"Buurt     ";"BU17210202";"1";"110";"190";"80";"285";"235";"50";"1.4";"888";"25";"      5473";"1";"4";"532"
"2480";"BU17210203";"Bernheze                                ";"Buurt     ";"BU17210203";"1";"80";"140";"110";"265";"215";"50";"1.5";"1095";"40";"      5473";"1";"4";"644"
"2481";"BU17210204";"Bernheze                                ";"Buurt     ";"BU17210204";"1";"160";"190";"120";"335";"285";"50";"1.3";"1454";"25";"      5473";"1";"4";"755"
"2482";"BU17210205";"Bernheze                                ";"Buurt     ";"BU17210205";"1";"60";"150";"60";"185";"165";"25";"1";"1779";"25";"      5473";"1";"4";"700"
"2483";"BU17210206";"Bernheze                                ";"Buurt     ";"BU17210206";"1";"190";"190";"130";"415";"365";"50";"1.2";"2692";"35";"      5473";"1";"4";"805"
"2484";"BU17210207";"Bernheze                                ";"Buurt     ";"BU17210207";"1";"80";"100";"130";"245";"200";"45";"1.4";"1780";"20";"      5473";"1";"4";"634"
"2485";"BU17210208";"Bernheze                                ";"Buurt     ";"BU17210208";"1";"120";"150";"130";"365";"285";"80";"1.7";"772";"30";"      5473";"1";"4";"569"
"2486";"BU17210209";"Bernheze                                ";"Buurt     ";"BU17210209";"1";"70";"190";"140";"275";"215";"60";"1.4";"528";"55";"      5473";"1";"5";"405"
"2487";"BU17210210";"Bernheze                                ";"Buurt     ";"BU17210210";"1";"200";"250";"260";"495";"400";"95";"1.4";"2017";"40";"      5473";"1";"4";"732"
"2488";"BU17210211";"Bernheze                                ";"Buurt     ";"BU17210211";"1";"170";"260";"150";"345";"285";"60";"1.2";"2153";"35";"      5473";"1";"4";"712"
"2489";"WK172103  ";"Bernheze                                ";"Wijk      ";"WK172103  ";"1";"1480";"1830";"820";"2930";"2370";"560";"1.3";"961";"265";"         .";;"4";"589"
"2490";"BU17210301";"Bernheze                                ";"Buurt     ";"BU17210301";"1";"130";"260";"110";"395";"325";"70";"1.2";"1725";"30";"      5388";"1";"4";"660"
"2491";"BU17210302";"Bernheze                                ";"Buurt     ";"BU17210302";"1";"180";"140";"50";"255";"210";"45";"1.3";"1746";"25";"      5388";"1";"4";"693"
"2492";"BU17210303";"Bernheze                                ";"Buurt     ";"BU17210303";"1";"190";"130";"70";"310";"265";"50";"1.5";"2217";"30";"      5388";"1";"4";"657"
"2493";"BU17210304";"Bernheze                                ";"Buurt     ";"BU17210304";"1";"80";"200";"90";"255";"185";"70";"1.5";"271";"25";"      5388";"1";"5";"357"
"2494";"BU17210305";"Bernheze                                ";"Buurt     ";"BU17210305";"1";"90";"130";"60";"190";"150";"40";"1.1";"643";"10";"      5388";"1";"4";"561"
"2495";"BU17210306";"Bernheze                                ";"Buurt     ";"BU17210306";"1";"200";"300";"70";"405";"345";"65";"1.4";"2964";"40";"      5388";"1";"4";"640"
