"ID";"WijkenEnBuurten";"Gemeentenaam_1";"SoortRegio_2";"Codering_3";"IndelingswijzigingWijkenEnBuurten_4";"OpleidingsniveauLaag_64";"OpleidingsniveauMiddelbaar_65";"OpleidingsniveauHoog_66";"PersonenautoSTotaal_100";"PersonenautoSBrandstofBenzine_101";"PersonenautoSOverigeBrandstof_102";"PersonenautoSPerHuishouden_103";"PersonenautoSNaarOppervlakte_104";"Motorfietsen_105";"MeestVoorkomendePostcode_114";"Dekkingspercentage_115";"MateVanStedelijkheid_116";"Omgevingsadressendichtheid_117"
"7237";"BU01640400";"Hengelo                                 ";"Buurt     ";"BU01640400";"1";"290";"340";"210";"525";"475";"55";"1";"1959";"35";"      7552";"3";"3";"1479"
"7238";"BU01640401";"Hengelo                                 ";"Buurt     ";"BU01640401";"1";"370";"590";"470";"960";"800";"165";"1";"1358";"100";"      7552";"2";"2";"1976"
"7239";"BU01640402";"Hengelo                                 ";"Buurt     ";"BU01640402";"1";"340";"720";"800";"1235";"1050";"185";"1.1";"2097";"55";"      7552";"1";"3";"1350"
"7240";"BU01640403";"Hengelo                                 ";"Buurt     ";"BU01640403";"1";"770";"930";"500";"1235";"1115";"120";"0.8";"1564";"75";"      7552";"2";"2";"1661"
"7241";"WK016405  ";"Hengelo                                 ";"Wijk      ";"WK016405  ";"1";"1700";"2490";"1320";"3165";"2730";"435";"0.9";"829";"365";"         .";;"2";"1889"
"7242";"BU01640500";"Hengelo                                 ";"Buurt     ";"BU01640500";"1";;;;"60";"40";"20";;;"0";"      7554";"1";"5";"341"
"7243";"BU01640501";"Hengelo                                 ";"Buurt     ";"BU01640501";"1";"740";"1190";"770";"1560";"1355";"205";"0.8";"2296";"190";"      7553";"1";"2";"2313"
"7244";"BU01640502";"Hengelo                                 ";"Buurt     ";"BU01640502";"1";"370";"610";"180";"695";"590";"105";"1";"2498";"85";"      7553";"1";"2";"1717"
"7245";"BU01640503";"Hengelo                                 ";"Buurt     ";"BU01640503";"1";;;;"25";"15";"5";;;"10";"      7553";"4";"3";"1001"
"7246";"BU01640504";"Hengelo                                 ";"Buurt     ";"BU01640504";"1";"310";"360";"180";"375";"335";"45";"0.7";"1383";"40";"      7552";"1";"2";"1779"
"7247";"BU01640505";"Hengelo                                 ";"Buurt     ";"BU01640505";"1";"270";"290";"170";"435";"385";"50";"0.9";"620";"40";"      7552";"1";"4";"814"
"7248";"BU01640506";"Hengelo                                 ";"Buurt     ";"BU01640506";"1";;;;"15";"5";"5";;;"0";"      7554";"2";"5";"191"
"7249";"WK016406  ";"Hengelo                                 ";"Wijk      ";"WK016406  ";"1";"1960";"3410";"2380";"8515";"6075";"2440";"1.7";"1377";"615";"         .";;"2";"1677"
"7250";"BU01640600";"Hengelo                                 ";"Buurt     ";"BU01640600";"1";;;;"560";"285";"275";;;"10";"      7554";"2";"5";"253"
"7251";"BU01640601";"Hengelo                                 ";"Buurt     ";"BU01640601";"1";"290";"600";"660";"1000";"840";"160";"1.1";"1669";"160";"      7553";"1";"2";"2461"
"7252";"BU01640602";"Hengelo                                 ";"Buurt     ";"BU01640602";"1";"630";"1020";"600";"1355";"1185";"170";"0.9";"2430";"155";"      7553";"2";"2";"1758"
"7253";"BU01640603";"Hengelo                                 ";"Buurt     ";"BU01640603";"1";;;;"85";"40";"45";;;"5";"      7553";"1";"3";"1370"
"7254";"BU01640604";"Hengelo                                 ";"Buurt     ";"BU01640604";"1";"930";"1500";"860";"2065";"1810";"255";"0.9";"1623";"220";"      7555";"1";"2";"1621"
"7255";"BU01640605";"Hengelo                                 ";"Buurt     ";"BU01640605";"1";"100";"270";"250";"470";"385";"85";"1.4";"897";"60";"      7555";"2";"3";"1038"
"7256";"BU01640606";"Hengelo                                 ";"Buurt     ";"BU01640606";"1";;;;"2980";"1525";"1450";;;"0";"      7554";"2";"5";"126"
"7257";"WK016407  ";"Hengelo                                 ";"Wijk      ";"WK016407  ";"1";"1150";"2250";"1720";"9465";"5840";"3630";;;"345";"         .";;"2";"1905"
"7258";"BU01640700";"Hengelo                                 ";"Buurt     ";"BU01640700";"1";;;;"1390";"985";"405";;;"15";"      7556";"1";"3";"1068"
"7259";"BU01640701";"Hengelo                                 ";"Buurt     ";"BU01640701";"1";"210";"600";"470";"860";"695";"165";"1.1";"794";"85";"      7555";"1";"2";"2089"
"7260";"BU01640702";"Hengelo                                 ";"Buurt     ";"BU01640702";"1";"280";"630";"620";"1120";"970";"155";"1.1";"1551";"110";"      7555";"2";"3";"1424"
"7261";"BU01640703";"Hengelo                                 ";"Buurt     ";"BU01640703";"1";"610";"960";"620";"1360";"1185";"175";"0.9";"2954";"135";"      7556";"6";"1";"2632"
"7262";"BU01640704";"Hengelo                                 ";"Buurt     ";"BU01640704";"1";;;;"4655";"1960";"2695";;;"0";"      7556";"1";"5";"391"
"7263";"BU01640705";"Hengelo                                 ";"Buurt     ";"BU01640705";"1";;;;"80";"45";"35";;;"0";"      7559";"1";"5";"414"
"7264";"BU01640706";"Hengelo                                 ";"Buurt     ";"BU01640706";"1";;;;"0";"0";"0";;;"0";"      7559";"3";"4";"532"
"7265";"WK016408  ";"Hengelo                                 ";"Wijk      ";"WK016408  ";"1";"1640";"3550";"3200";"5115";"4250";"860";"1.3";"1194";"360";"         .";;"4";"940"
"7266";"BU01640800";"Hengelo                                 ";"Buurt     ";"BU01640800";"1";"380";"910";"760";"1320";"1115";"210";"1.3";"1580";"105";"      7559";"1";"3";"1204"
"7267";"BU01640801";"Hengelo                                 ";"Buurt     ";"BU01640801";"1";"370";"800";"740";"1105";"940";"165";"1.2";"3226";"55";"      7559";"1";"4";"844"
"7268";"BU01640802";"Hengelo                                 ";"Buurt     ";"BU01640802";"1";"330";"780";"630";"1115";"920";"195";"1.3";"2138";"90";"      7559";"1";"4";"773"
"7269";"BU01640803";"Hengelo                                 ";"Buurt     ";"BU01640803";"1";"450";"810";"780";"1205";"1000";"205";"1.3";"1320";"85";"      7559";"1";"3";"1036"
"7270";"BU01640804";"Hengelo                                 ";"Buurt     ";"BU01640804";"1";;;;"5";"0";"5";;;"0";"      7559";"4";"5";"477"
"7271";"BU01640805";"Hengelo                                 ";"Buurt     ";"BU01640805";"1";;;;"360";"280";"80";"1.5";"310";"25";"      7559";"1";"5";"438"
"7272";"WK016409  ";"Hengelo                                 ";"Wijk      ";"WK016409  ";"1";"300";"760";"540";"1130";"850";"280";"1.5";"38";"140";"         .";;"5";"246"
"7273";"BU01640900";"Hengelo                                 ";"Buurt     ";"BU01640900";"1";"90";"210";"130";"340";"255";"85";"1.6";"1096";"45";"      7554";"1";"5";"94"
"7274";"BU01640901";"Hengelo                                 ";"Buurt     ";"BU01640901";"1";;;;"25";"20";"5";;;"5";"      7559";"2";"5";"175"
"7275";"BU01640902";"Hengelo                                 ";"Buurt     ";"BU01640902";"1";;;;"15";"15";"5";;;"0";"      7559";"2";"4";"828"
"7276";"BU01640903";"Hengelo                                 ";"Buurt     ";"BU01640903";"1";"20";"50";"20";"65";"50";"15";;;"5";"      7556";"1";"4";"969"
"7277";"BU01640904";"Hengelo                                 ";"Buurt     ";"BU01640904";"1";"20";"60";"130";"145";"110";"35";"1.5";"55";"30";"      7552";"1";"4";"600"
"7278";"BU01640905";"Hengelo                                 ";"Buurt     ";"BU01640905";"1";"20";"90";"50";"100";"70";"30";"1.2";"60";"10";"      7554";"1";"5";"193"
"7279";"BU01640906";"Hengelo                                 ";"Buurt     ";"BU01640906";"1";"50";"110";"70";"155";"115";"40";"1.6";"17";"15";"      7554";"2";"5";"39"
"7280";"BU01640907";"Hengelo                                 ";"Buurt     ";"BU01640907";"1";"10";"40";"20";"20";"15";"5";;;"0";"      7555";"1";"5";"474"
"7281";"BU01640909";"Hengelo                                 ";"Buurt     ";"BU01640909";"1";"70";"180";"110";"265";"195";"65";"1.6";"25";"30";"      7554";"1";"5";"52"
"7282";"GM0796    ";"'s-Hertogenbosch                        ";"Gemeente  ";"GM0796    ";".";"31620";"43940";"44810";"81275";"62875";"18400";"1.1";"739";"4405";"         .";;"2";"1985"
"7283";"WK079601  ";"'s-Hertogenbosch                        ";"Wijk      ";"WK079601  ";"1";"1650";"3460";"6230";"5480";"4250";"1230";"0.6";"2892";"335";"         .";;"1";"3904"
"7284";"BU07960101";"'s-Hertogenbosch                        ";"Buurt     ";"BU07960101";"1";"550";"1650";"3300";"2725";"2115";"610";"0.7";"3826";"175";"      5211";"1";"1";"3916"
"7285";"BU07960102";"'s-Hertogenbosch                        ";"Buurt     ";"BU07960102";"1";"250";"480";"840";"710";"550";"160";"0.6";"2454";"55";"      5211";"1";"1";"4142"
"7286";"BU07960103";"'s-Hertogenbosch                        ";"Buurt     ";"BU07960103";"1";"310";"290";"380";"355";"310";"45";"0.5";"4197";"25";"      5211";"1";"1";"4275"
"7287";"BU07960104";"'s-Hertogenbosch                        ";"Buurt     ";"BU07960104";"1";"150";"270";"270";"415";"340";"75";"0.6";"4166";"25";"      5211";"1";"1";"4276"
"7288";"BU07960105";"'s-Hertogenbosch                        ";"Buurt     ";"BU07960105";"1";"350";"710";"1240";"1025";"780";"245";"0.6";"2129";"45";"      5211";"1";"1";"3661"
"7289";"BU07960106";"'s-Hertogenbosch                        ";"Buurt     ";"BU07960106";"1";"30";"50";"190";"250";"160";"95";"1.9";"1100";"10";"      5211";"2";"3";"1168"
"7290";"WK079602  ";"'s-Hertogenbosch                        ";"Wijk      ";"WK079602  ";"1";"2530";"3040";"3620";"5580";"4595";"985";"0.9";"593";"260";"         .";;"2";"2411"
"7291";"BU07960201";"'s-Hertogenbosch                        ";"Buurt     ";"BU07960201";"1";;;;"0";"0";"0";;;"0";"      5216";"6";"3";"1045"
"7292";"BU07960202";"'s-Hertogenbosch                        ";"Buurt     ";"BU07960202";"1";"380";"900";"1430";"1905";"1580";"325";"0.9";"1487";"75";"      5216";"1";"2";"1928"
"7293";"BU07960203";"'s-Hertogenbosch                        ";"Buurt     ";"BU07960203";"1";"410";"440";"440";"620";"540";"80";"0.7";"2558";"30";"      5216";"1";"1";"3047"
"7294";"BU07960204";"'s-Hertogenbosch                        ";"Buurt     ";"BU07960204";"1";;;;"10";"5";"0";;;"0";"      5216";"1";"1";"2777"
"7295";"BU07960205";"'s-Hertogenbosch                        ";"Buurt     ";"BU07960205";"1";"400";"270";"190";"425";"345";"80";"0.8";"2539";"20";"      5216";"1";"2";"1857"
"7296";"BU07960206";"'s-Hertogenbosch                        ";"Buurt     ";"BU07960206";"1";;;;"70";"35";"35";;;"0";"      5216";"1";"4";"991"
"7297";"BU07960207";"'s-Hertogenbosch                        ";"Buurt     ";"BU07960207";"1";;;;"200";"155";"40";"1";"272";"10";"      5216";"1";"3";"1433"
"7298";"BU07960208";"'s-Hertogenbosch                        ";"Buurt     ";"BU07960208";"1";;;;"5";"5";"0";;;"0";"      5216";"1";"5";"69"
"7299";"BU07960209";"'s-Hertogenbosch                        ";"Buurt     ";"BU07960209";"1";"110";"150";"150";"210";"175";"35";"0.7";"3229";"15";"      5215";"2";"1";"4118"
"7300";"BU07960210";"'s-Hertogenbosch                        ";"Buurt     ";"BU07960210";"1";"180";"160";"40";"185";"170";"15";"0.5";"1878";"0";"      5215";"1";"1";"3765"
"7301";"BU07960211";"'s-Hertogenbosch                        ";"Buurt     ";"BU07960211";"1";"970";"1000";"1200";"1790";"1525";"265";"0.9";"1628";"105";"      5215";"1";"1";"2656"
"7302";"BU07960212";"'s-Hertogenbosch                        ";"Buurt     ";"BU07960212";"1";;;;"165";"55";"110";;;"5";"      5215";"1";"5";"142"
"7303";"WK079603  ";"'s-Hertogenbosch                        ";"Wijk      ";"WK079603  ";"1";"3610";"3850";"3540";"6125";"5160";"965";"0.9";"2213";"395";"         .";;"2";"2322"
"7304";"BU07960301";"'s-Hertogenbosch                        ";"Buurt     ";"BU07960301";"1";"570";"580";"590";"815";"710";"105";"0.7";"4971";"45";"      5213";"1";"1";"3924"
"7305";"BU07960302";"'s-Hertogenbosch                        ";"Buurt     ";"BU07960302";"1";"610";"460";"420";"685";"585";"100";"0.7";"3819";"35";"      5213";"1";"1";"3143"
"7306";"BU07960303";"'s-Hertogenbosch                        ";"Buurt     ";"BU07960303";"1";"640";"520";"400";"850";"710";"140";"0.9";"3149";"45";"      5213";"1";"2";"2445"
"7307";"BU07960304";"'s-Hertogenbosch                        ";"Buurt     ";"BU07960304";"1";"550";"490";"670";"855";"710";"145";"0.8";"1130";"60";"      5213";"1";"1";"2605"
"7308";"BU07960305";"'s-Hertogenbosch                        ";"Buurt     ";"BU07960305";"1";"880";"1180";"810";"1815";"1570";"245";"1";"2417";"130";"      5246";"1";"3";"1411"
"7309";"BU07960306";"'s-Hertogenbosch                        ";"Buurt     ";"BU07960306";"1";"380";"610";"630";"1100";"875";"225";"1.2";"1706";"80";"      5246";"1";"3";"1259"
"7310";"WK079604  ";"'s-Hertogenbosch                        ";"Wijk      ";"WK079604  ";"1";"1140";"1900";"2670";"2820";"2265";"555";"0.7";"2674";"160";"         .";;"1";"3416"
"7311";"BU07960401";"'s-Hertogenbosch                        ";"Buurt     ";"BU07960401";"1";"590";"820";"1150";"1120";"940";"180";"0.6";"4234";"80";"      5212";"1";"1";"4047"
"7312";"BU07960402";"'s-Hertogenbosch                        ";"Buurt     ";"BU07960402";"1";"550";"750";"1430";"1375";"1130";"245";"0.8";"2267";"65";"      5212";"1";"1";"2924"
"7313";"BU07960403";"'s-Hertogenbosch                        ";"Buurt     ";"BU07960403";"1";"40";"250";"140";"330";"200";"130";"1.2";"1782";"15";"      5212";"1";"1";"2795"
"7314";"WK079605  ";"'s-Hertogenbosch                        ";"Wijk      ";"WK079605  ";"1";"1240";"2470";"3180";"4800";"3800";"1005";"1.3";"466";"285";"         .";;"4";"939"
"7315";"BU07960501";"'s-Hertogenbosch                        ";"Buurt     ";"BU07960501";"1";"10";"20";"30";"80";"60";"20";;;"5";"      5248";"1";"5";"482"
"7316";"BU07960502";"'s-Hertogenbosch                        ";"Buurt     ";"BU07960502";"1";"140";"250";"490";"620";"455";"165";"1.3";"776";"40";"      5248";"1";"4";"511"
"7317";"BU07960503";"'s-Hertogenbosch                        ";"Buurt     ";"BU07960503";"1";"10";"40";"50";"95";"60";"35";;;"0";"      5248";"1";"5";"118"
"7318";"BU07960504";"'s-Hertogenbosch                        ";"Buurt     ";"BU07960504";"1";"210";"200";"60";"125";"110";"15";"1";"50";"5";"      5244";"1";"5";"210"
"7319";"BU07960505";"'s-Hertogenbosch                        ";"Buurt     ";"BU07960505";"1";"460";"1090";"1060";"1735";"1435";"300";"1.2";"2574";"110";"      5244";"3";"4";"976"
"7320";"BU07960506";"'s-Hertogenbosch                        ";"Buurt     ";"BU07960506";"1";"440";"870";"1350";"2050";"1605";"445";"1.3";"1502";"115";"      5242";"1";"3";"1176"
"7321";"BU07960507";"'s-Hertogenbosch                        ";"Buurt     ";"BU07960507";"1";"30";"30";"70";"90";"70";"20";"1.3";"106";"10";"      5242";"5";"4";"773"
"7322";"WK079606  ";"'s-Hertogenbosch                        ";"Wijk      ";"WK079606  ";"1";"2560";"3820";"3250";"6605";"5340";"1265";"1.2";"441";"455";"         .";;"3";"1420"
"7323";"BU07960601";"'s-Hertogenbosch                        ";"Buurt     ";"BU07960601";"1";"420";"740";"500";"1135";"955";"180";"1.2";"2185";"95";"      5241";"1";"3";"1319"
"7324";"BU07960602";"'s-Hertogenbosch                        ";"Buurt     ";"BU07960602";"1";"350";"470";"340";"875";"740";"135";"1.1";"2209";"50";"      5241";"1";"2";"1861"
"7325";"BU07960603";"'s-Hertogenbosch                        ";"Buurt     ";"BU07960603";"1";"530";"640";"600";"1165";"940";"230";"1.1";"2036";"100";"      5243";"1";"2";"1649"
"7326";"BU07960604";"'s-Hertogenbosch                        ";"Buurt     ";"BU07960604";"1";"100";"180";"150";"315";"245";"75";"1.5";"88";"20";"      5243";"6";"5";"294"
"7327";"BU07960605";"'s-Hertogenbosch                        ";"Buurt     ";"BU07960605";"1";"30";"30";"10";"200";"75";"125";;;"10";"      5249";"1";"5";"167"
"7328";"BU07960606";"'s-Hertogenbosch                        ";"Buurt     ";"BU07960606";"1";"630";"970";"820";"1495";"1260";"235";"1.3";"2825";"75";"      5247";"1";"3";"1360"
"7329";"BU07960607";"'s-Hertogenbosch                        ";"Buurt     ";"BU07960607";"1";"480";"720";"790";"1335";"1065";"270";"1.3";"2232";"90";"      5241";"1";"3";"1487"
"7330";"BU07960608";"'s-Hertogenbosch                        ";"Buurt     ";"BU07960608";"1";"10";"20";"10";"30";"25";"10";;;"0";"      5241";"1";"4";"907"
"7331";"BU07960609";"'s-Hertogenbosch                        ";"Buurt     ";"BU07960609";"1";"10";"50";"30";"50";"40";"15";;;"5";"      5249";"5";"5";"50"
"7332";"WK079607  ";"'s-Hertogenbosch                        ";"Wijk      ";"WK079607  ";"1";"1090";"2240";"3140";"4010";"3160";"850";"1.2";"813";"175";"         .";;"4";"887"
"7333";"BU07960701";"'s-Hertogenbosch                        ";"Buurt     ";"BU07960701";"1";;;;"40";"5";"35";;;"0";"      5245";"4";"4";"679"
"7334";"BU07960702";"'s-Hertogenbosch                        ";"Buurt     ";"BU07960702";"1";;;;"20";"20";"0";;;"0";"      5245";"1";"4";"823"
"7335";"BU07960703";"'s-Hertogenbosch                        ";"Buurt     ";"BU07960703";"1";"40";"90";"70";"130";"120";"15";"0.8";"418";"5";"      5245";"1";"3";"1355"
"7336";"BU07960704";"'s-Hertogenbosch                        ";"Buurt     ";"BU07960704";"1";"430";"880";"1120";"1455";"1170";"280";"1.2";"2057";"65";"      5247";"1";"3";"1015"
"7337";"BU07960705";"'s-Hertogenbosch                        ";"Buurt     ";"BU07960705";"1";"180";"400";"580";"725";"535";"190";"1.3";"2632";"40";"      5247";"1";"4";"648"
"7338";"BU07960706";"'s-Hertogenbosch                        ";"Buurt     ";"BU07960706";"1";"290";"560";"1060";"1185";"945";"240";"1.2";"2528";"50";"      5245";"1";"4";"853"
"7339";"BU07960707";"'s-Hertogenbosch                        ";"Buurt     ";"BU07960707";"1";"140";"280";"300";"435";"350";"85";"1.2";"1073";"15";"      5245";"1";"4";"704"
"7340";"BU07960798";"'s-Hertogenbosch                        ";"Buurt     ";"BU07960798";"1";;;;"20";"15";"5";;;"0";"      5236";"5";"5";"460"
"7341";"BU07960799";"'s-Hertogenbosch                        ";"Buurt     ";"BU07960799";"1";;;;"0";"0";"0";;;"0";"      5236";"3";"5";"291"
"7342";"WK079608  ";"'s-Hertogenbosch                        ";"Wijk      ";"WK079608  ";"1";"1240";"1890";"1720";"3220";"2540";"685";"1.4";"564";"230";"         .";;"4";"818"
"7343";"BU07960801";"'s-Hertogenbosch                        ";"Buurt     ";"BU07960801";"1";"330";"370";"180";"630";"525";"105";"1.3";"1392";"55";"      5236";"1";"4";"973"
"7344";"BU07960802";"'s-Hertogenbosch                        ";"Buurt     ";"BU07960802";"1";"430";"740";"800";"1385";"1085";"300";"1.5";"1710";"90";"      5236";"1";"4";"843"
"7345";"BU07960803";"'s-Hertogenbosch                        ";"Buurt     ";"BU07960803";"1";"450";"740";"720";"1130";"885";"245";"1.2";"1012";"75";"      5236";"1";"4";"735"
"7346";"BU07960804";"'s-Hertogenbosch                        ";"Buurt     ";"BU07960804";"1";"30";"30";"40";"75";"45";"30";;;"10";"      5236";"1";"5";"32"
"7347";"WK079609  ";"'s-Hertogenbosch                        ";"Wijk      ";"WK079609  ";"1";"5270";"5530";"3760";"9675";"7895";"1780";"1.1";"1561";"435";"         .";;"2";"1759"
"7348";"BU07960901";"'s-Hertogenbosch                        ";"Buurt     ";"BU07960901";"1";"300";"850";"550";"925";"785";"140";"0.8";"2130";"50";"      5231";"1";"2";"1960"
"7349";"BU07960902";"'s-Hertogenbosch                        ";"Buurt     ";"BU07960902";"1";"60";"120";"510";"435";"325";"115";"1.4";"862";"20";"      5232";"1";"3";"1496"
"7350";"BU07960903";"'s-Hertogenbosch                        ";"Buurt     ";"BU07960903";"1";"0";"20";"10";"1560";"1220";"340";;;"20";"      5232";"1";"4";"884"
"7351";"BU07960904";"'s-Hertogenbosch                        ";"Buurt     ";"BU07960904";"1";"580";"370";"140";"615";"535";"80";"0.8";"1841";"35";"      5233";"1";"2";"1912"
"7352";"BU07960905";"'s-Hertogenbosch                        ";"Buurt     ";"BU07960905";"1";"430";"260";"120";"430";"370";"60";"0.9";"2278";"20";"      5233";"1";"3";"1441"
"7353";"BU07960906";"'s-Hertogenbosch                        ";"Buurt     ";"BU07960906";"1";"400";"500";"250";"655";"565";"90";"0.9";"2124";"30";"      5233";"1";"3";"1039"
"7354";"BU07960907";"'s-Hertogenbosch                        ";"Buurt     ";"BU07960907";"1";"600";"570";"360";"830";"720";"110";"1";"1453";"45";"      5233";"1";"2";"1699"
"7355";"BU07960908";"'s-Hertogenbosch                        ";"Buurt     ";"BU07960908";"1";"450";"680";"650";"1220";"960";"265";"1";"2261";"75";"      5233";"3";"2";"2232"
"7356";"BU07960909";"'s-Hertogenbosch                        ";"Buurt     ";"BU07960909";"1";"430";"350";"180";"520";"435";"80";"0.9";"2568";"30";"      5231";"1";"2";"2047"
"7357";"BU07960910";"'s-Hertogenbosch                        ";"Buurt     ";"BU07960910";"1";"550";"520";"190";"570";"480";"90";"0.7";"2320";"15";"      5231";"1";"2";"2030"
"7358";"BU07960911";"'s-Hertogenbosch                        ";"Buurt     ";"BU07960911";"1";"510";"310";"120";"445";"340";"105";"0.9";"2051";"20";"      5231";"1";"3";"1474"
"7359";"BU07960912";"'s-Hertogenbosch                        ";"Buurt     ";"BU07960912";"1";"450";"340";"130";"440";"345";"95";"1";"1787";"20";"      5231";"1";"2";"1669"
"7360";"BU07960913";"'s-Hertogenbosch                        ";"Buurt     ";"BU07960913";"1";"350";"450";"390";"690";"585";"100";"0.9";"1363";"35";"      5231";"1";"2";"1932"
"7361";"BU07960914";"'s-Hertogenbosch                        ";"Buurt     ";"BU07960914";"1";"190";"170";"170";"275";"215";"60";"0.9";"830";"10";"      5231";"1";"3";"1351"
"7362";"BU07960915";"'s-Hertogenbosch                        ";"Buurt     ";"BU07960915";"1";;;;"65";"10";"50";;;"0";"      5231";"1";"3";"1138"
"7363";"WK079610  ";"'s-Hertogenbosch                        ";"Wijk      ";"WK079610  ";"1";"3120";"5540";"4330";"8340";"6850";"1490";"1.1";"1598";"540";"         .";;"3";"1449"
"7364";"BU07961001";"'s-Hertogenbosch                        ";"Buurt     ";"BU07961001";"1";"60";"140";"220";"305";"255";"50";"1.2";"740";"15";"      5237";"1";"2";"1823"
"7365";"BU07961002";"'s-Hertogenbosch                        ";"Buurt     ";"BU07961002";"1";"630";"820";"410";"1090";"950";"135";"0.9";"3341";"75";"      5235";"1";"2";"1929"
"7366";"BU07961003";"'s-Hertogenbosch                        ";"Buurt     ";"BU07961003";"1";"240";"360";"280";"565";"460";"110";"1.1";"881";"25";"      5235";"1";"2";"1669"
"7367";"BU07961004";"'s-Hertogenbosch                        ";"Buurt     ";"BU07961004";"1";"270";"530";"330";"675";"570";"105";"1.1";"3431";"35";"      5235";"1";"2";"1736"
"7368";"BU07961005";"'s-Hertogenbosch                        ";"Buurt     ";"BU07961005";"1";"440";"700";"430";"965";"845";"120";"1.1";"3329";"70";"      5235";"1";"2";"1605"
"7369";"BU07961006";"'s-Hertogenbosch                        ";"Buurt     ";"BU07961006";"1";"340";"650";"380";"885";"730";"155";"1.1";"3322";"55";"      5237";"1";"2";"1621"
"7370";"BU07961007";"'s-Hertogenbosch                        ";"Buurt     ";"BU07961007";"1";"280";"690";"720";"1040";"860";"180";"1.3";"2927";"65";"      5237";"1";"3";"1459"
"7371";"BU07961008";"'s-Hertogenbosch                        ";"Buurt     ";"BU07961008";"1";"400";"750";"700";"1120";"915";"205";"1.2";"3216";"90";"      5237";"1";"3";"1205"
"7372";"BU07961009";"'s-Hertogenbosch                        ";"Buurt     ";"BU07961009";"1";"460";"870";"840";"1485";"1165";"320";"1.3";"2850";"95";"      5237";"1";"4";"636"
"7373";"BU07961010";"'s-Hertogenbosch                        ";"Buurt     ";"BU07961010";"1";;;;"145";"60";"85";;;"10";"      5234";"2";"4";"911"
"7374";"BU07961011";"'s-Hertogenbosch                        ";"Buurt     ";"BU07961011";"1";;;;"60";"45";"15";;;"5";"      5235";"1";"3";"1037"
"7375";"WK079611  ";"'s-Hertogenbosch                        ";"Wijk      ";"WK079611  ";"1";"5490";"6300";"6080";"9775";"7755";"2025";"0.8";"979";"490";"         .";;"2";"2011"
"7376";"BU07961101";"'s-Hertogenbosch                        ";"Buurt     ";"BU07961101";"1";"830";"850";"1020";"1160";"925";"240";"0.7";"2293";"65";"      5223";"1";"1";"2592"
"7377";"BU07961102";"'s-Hertogenbosch                        ";"Buurt     ";"BU07961102";"1";"190";"880";"1970";"1555";"1200";"355";"0.7";"3197";"70";"      5223";"1";"1";"2954"
"7378";"BU07961103";"'s-Hertogenbosch                        ";"Buurt     ";"BU07961103";"1";"30";"190";"230";"250";"190";"60";"0.9";"552";"15";"      5223";"1";"2";"1842"
"7379";"BU07961104";"'s-Hertogenbosch                        ";"Buurt     ";"BU07961104";"1";"510";"380";"380";"680";"570";"110";"0.8";"2345";"50";"      5223";"1";"2";"2182"
"7380";"BU07961105";"'s-Hertogenbosch                        ";"Buurt     ";"BU07961105";"1";"130";"40";"40";"140";"110";"30";"1.2";"58";"0";"      5223";"1";"4";"717"
"7381";"BU07961106";"'s-Hertogenbosch                        ";"Buurt     ";"BU07961106";"1";"1320";"1300";"1000";"1950";"1555";"395";"0.8";"1846";"95";"      5223";"3";"2";"1908"
"7382";"BU07961107";"'s-Hertogenbosch                        ";"Buurt     ";"BU07961107";"1";"2560";"2530";"1120";"3465";"2840";"625";"0.9";"2772";"150";"      5224";"1";"2";"1586"
"7383";"BU07961108";"'s-Hertogenbosch                        ";"Buurt     ";"BU07961108";"1";"30";"60";"20";"135";"90";"50";"1.8";"174";"15";"      5222";"2";"2";"1876"
"7384";"BU07961109";"'s-Hertogenbosch                        ";"Buurt     ";"BU07961109";"1";;;;"240";"140";"100";;;"10";"      5222";"3";"4";"851"
"7385";"BU07961110";"'s-Hertogenbosch                        ";"Buurt     ";"BU07961110";"1";;;;"60";"35";"25";;;"0";"      5222";"1";"5";"392"
"7386";"BU07961111";"'s-Hertogenbosch                        ";"Buurt     ";"BU07961111";"1";"80";"60";"90";"135";"100";"30";"0.9";"121";"20";"      5231";"1";"4";"899"
"7387";"WK079612  ";"'s-Hertogenbosch                        ";"Wijk      ";"WK079612  ";"1";"1060";"1360";"1900";"3060";"2285";"775";"1.4";"270";"220";"         .";;"5";"378"
"7388";"BU07961201";"'s-Hertogenbosch                        ";"Buurt     ";"BU07961201";"1";"540";"770";"910";"1515";"1200";"315";"1.4";"1244";"120";"      5221";"1";"5";"444"
"7389";"BU07961202";"'s-Hertogenbosch                        ";"Buurt     ";"BU07961202";"1";"40";"30";"10";"140";"65";"70";;;"5";"      5221";"1";"5";"444"
"7390";"BU07961203";"'s-Hertogenbosch                        ";"Buurt     ";"BU07961203";"1";;;;"45";"35";"10";;;"10";"      5221";"3";"5";"356"
"7391";"BU07961204";"'s-Hertogenbosch                        ";"Buurt     ";"BU07961204";"1";"290";"480";"940";"1175";"840";"330";"1.3";"721";"75";"      5221";"1";"5";"331"
"7392";"BU07961205";"'s-Hertogenbosch                        ";"Buurt     ";"BU07961205";"1";"60";"100";"80";"175";"130";"45";"1.5";"63";"15";"      5221";"1";"5";"69"
"7393";"BU07961206";"'s-Hertogenbosch                        ";"Buurt     ";"BU07961206";"1";;;;"10";"10";"5";;;"0";"      5221";"2";"5";"339"
